record_id,station_id,river_name,state,date,month,rainfall_mm,upstream_rainfall_mm,forecast_rainfall_next24_mm,water_level_m,warning_level_m,danger_level_m,discharge_cumecs,temperature_c,humidity_pct,soil_moisture_pct,wind_speed_kmph,reservoir_release_cumecs,embankment_condition,historical_flood_freq,distance_to_river_km,elevation_m,population_density,flood_risk_score,alert_level,flood_occurred
125,STN0258,brahmaputra,ASSAM,2018-11-18,11.0,86.8,62.5,49.0,4.67,4.9,6.32,748.4,17.3,,36.2,14.5,,,0.0,7.57,125.7,4240.0,0.523,moderate,0
126,Stn-0251,MAHANADI,Madhya Pradesh,13/06/2022,6.0,96.5,60.7,110.3,3.0,3.63,4.93,837.9,21.5,61.0,45.1,9.7,182.2,GOOD,0.0,2.07,19.3,4088.0,0.463,moderate,0
127,STN0050,MAHANADI,Madhya Pradesh,11-29-2020,11.0,85.3,77.2,60.8,4.07,3.7,4.92,1559.5,23.3,47.2,43.4,16.9,101.3,Good,0.0,12.83,274.9,5264.0,0.548,high,1
128,STN0201,Cauvery,Andhra Pradesh,18/12/2024,12.0,87.0,80.0,55.9,3.22,4.5,5.34,703.3,25.6,,16.3,23.1,153.7,poor,0.0,1.93,80.8,10989.0,0.4,Low,0
129,Stn-0490, Yamuna ,Bihar,2015-11-15,11.0,32.5,24.1,28.6,3.81,4.6,5.72,627.4,27.3,56.8,37.0,12.3,0.0,Poor,1.0,2.15,396.8,8292.0,0.437,LOW,0
130,STN0229,Kosi,gujarat,09-13-2023,9.0,145.0,146.9,171.0,2.68,3.62,4.68,951.8,33.1,65.1,69.2,28.7,222.9,MODERATE,3.0,0.79,43.2,10594.0,0.54, Moderate ,0
131,STN0434,BRAHMAPUTRA,Assam,08-22-2018,8.0,66.1,43.7,50.8,2.2,3.88,5.38,795.6,28.9,73.0,44.1,14.6,273.1,Moderate,0.0,1.28,300.5,8270.0,0.372, Low ,0
132,Stn-0015,CAUVERY,Andhra Pradesh,30/07/2018,7.0,255.8,156.6,190.7,7.03,6.47,7.66,1736.3,31.6,90.6,73.1,16.0,277.0,Poor,0.0,2.41,214.8,5438.0,0.773, High ,0
133,STN0363,CAUVERY, Andhra Pradesh ,02-Apr-2017,4.0,19.0,19.1,8.7,3.49,4.72,5.74,1082.6,23.9,41.1,41.6,16.2,0.0,POOR,0.0,1.52,43.7,10721.0,0.314,Low,0
134,STN0154,mahanadi,MADHYA PRADESH,17/04/2018,4.0,73.5,87.2,71.6,4.74,5.94,7.3,1081.3,22.7,50.7,55.3,14.7,124.0, Moderate ,0.0,14.32,354.3,11353.0,0.361,Low,No
135,STN0068,mahanadi, Madhya Pradesh ,2016-08-06,8.0,214.1,,190.2,,7.83,8.84,3477.1,27.0,86.4,64.5,3.2,187.7,good,2.0,12.77,165.7,4410.0,0.755,severe,1
136,STN0477, Godavari ,WEST BENGAL,13/12/2022,12.0,97.9,75.7,81.2,7.13,6.97,8.08,1940.4,22.6,48.7,14.8,8.4,0.0,,0.0,5.96,238.2,3745.0,0.465,High,1
137,STN0117,Kosi,Gujarat,15/05/2015,5.0,73.8,92.0,64.4,,5.45,6.38,1635.0,26.9,62.4,40.9,12.8,168.0,Good,0.0,14.1,260.8,4233.0,0.398,low,0
138,STN0415,Godavari,West Bengal,17/12/2022,12.0,19.3,12.3,32.1,5.74,7.73,8.85,1929.3,19.0,61.7,24.6,0.4,117.7,GOOD,0.0,6.66,37.5,11914.0,0.386,low,0
139,STN0237, Narmada ,MAHARASHTRA,2021-05-01,5.0,95.5,104.0,90.1,5.16,5.76,7.16,713.9,24.1,47.2,17.8,11.2,93.9, Poor ,0.0,9.7,162.7,1044.0,0.515,moderate,0
140,STN0372,Cauvery,Andhra Pradesh,2016-10-20,10.0,10.1,14.1,23.8,5.46,7.33,8.73,2070.0,26.9,,44.2,8.8,0.0,Good,1.0,14.46,315.1,4675.0,0.43,low,0
141,STN0385,NARMADA,Maharashtra,04/10/2024,10.0,20.4,,0.0,3.18,4.38,5.41,1151.1,20.0,,48.5,22.8,228.8,Good,1.0,14.88,265.4,1766.0,0.404,Low,1
142,STN0179,Yamuna,bihar,2022/02/04,2.0,44.5,41.5,15.6,5.97,6.01,6.96,1988.3,25.4,58.7,23.5,5.8,10.7,Moderate,0.0,5.84,244.8,11821.0,0.465,MODERATE,1
143,STN0297,Krishna,Odisha,04-25-2015,4.0,34.8,37.2,5.2,2.86,4.46,5.94,935.2,27.9,61.5,39.8,16.3,,Moderate,0.0,9.14,15.2,5578.0,0.332,low,0
144,STN0282,Cauvery, Andhra Pradesh ,03-19-2015,3.0,25.8,25.1,34.4,3.14,4.75,5.79,1067.0,25.7,65.3,46.0,21.1,25.1,moderate,0.0,14.61,390.4,2630.0,0.356,Low,0
145,STN0366,ganga,UTTAR PRADESH,30-Mar-2020,3.0,72.4,89.8,81.0,7.15,6.5,7.35,1171.9,22.9,65.8,33.7,24.9,86.2,GOOD,0.0,11.54,133.2,7612.0,0.649,High,0
146,stn0408, Kosi , Gujarat ,25/12/2019,12.0,53.4,74.3,33.9,143.0,7.77,9.13,2391.8,27.2,59.7,,15.0,131.4, Moderate ,0.0,9.44,78.2,7443.0,0.611,Moderate,0
147,stn0090,BRAHMAPUTRA,Assam,2021/07/11,7.0,-53.8,45.6,41.9,7.73,7.58,8.95,2437.8,22.3,72.0,,20.9,125.5,GOOD,2.0,1.86,182.2,8781.0,0.564,HIGH,0
148,STN0434,Brahmaputra, Assam ,2016-07-11,7.0,90.7,62.1,124.6,3.55,3.88,5.38,1106.1,35.7,84.3,67.1,27.9,271.0,Good,2.0,6.2,300.5,8270.0,0.485, Moderate ,0
149,STN0184,ganga,UTTAR PRADESH,2019-12-02,12.0,55.2,46.2,37.8,3.52,4.72,6.14,914.4,16.6,58.3,20.0,4.5,93.0,god,0.0,0.63,201.2,10919.0,0.3,low,0
150,STN0085, Mahanadi ,Madhya Pradesh,2022-05-12,5.0,74.9,49.5,89.0,5.63,6.11,7.42,2076.7,19.8,48.1,32.4,17.1,138.5,poor,0.0,7.56,133.2,1688.0,0.542, Moderate ,0
151,STN0236,Krishna,Odisha,05/10/2023,10.0,41.9,37.5,43.0,5.02,5.89,6.74,1425.4,20.8,41.8,40.6,14.2,70.0,MODERATE,0.0,7.93,97.7,10694.0,0.534, Moderate ,0
152,STN0220,MAHANADI, Madhya Pradesh ,16/02/2017,2.0,64.2,62.0,63.3,6.79,7.35,8.24,1928.6,24.3,71.7,42.5,0.3,4.1, Good ,0.0,7.77,293.6,10600.0,0.485,moderate,0
153,STN0219,YAMUNA,Bihar,2018-06-30,6.0,,,58.6,7.2,7.54,8.53,2243.6,28.1,68.6,74.4,22.9,279.5,GOOD,2.0,3.35,225.3,1093.0,0.524,MODERATE,0
154,Stn-0087,BRAHMAPUTRA,ASSAM,09-May-2017,5.0,48.2,,25.8,1.18,3.45,4.73,211.8,20.3,62.2,38.4,21.6,103.4,Good,1.0,2.9,161.5,8762.0,0.237,LOW,0
155,STN0424,NARMADA,maharashtra,04-08-2023,4.0,42.8,43.9,46.2,3.71,5.54,6.49,1261.1,,60.9,57.7,2.0,58.7,POOR,0.0,4.02,311.0,3781.0,0.408,LOW,0
156,STN0025,tapi,KARNATAKA,05/05/2021,5.0,17.3,15.5,9.9,2.78,3.69,4.79,1011.5,27.0,56.3,23.9,23.7,99.6,Moderate,0.0,12.1,394.7,9550.0,0.291,Low,0
157,STN0261,Yamuna,Bihar,16-Dec-2018,12.0,44.6,34.4,48.6,4.1,4.9,6.28,778.0,24.0,,35.7,12.6,30.4,moderate ,0.0,10.93,242.2,7848.0,0.357,Low,0
158,STN0014,BRAHMAPUTRA, Assam ,2023/10/08,10.0,82.4,106.0,90.4,6.0,6.28,7.37,1728.7,26.5,59.0,47.2,22.7,0.0,Good,0.0,6.97,27.5,4482.0,0.533, Moderate ,0
159,stn0167, Kosi , Gujarat ,06-May-2019,5.0,6.9,9.4,2.1,3.83,5.49,6.46,685.5,18.3,58.8,46.5,0.0,62.8,MODERATE,0.0,7.88,268.7,2496.0,0.401,Low,0
160,Stn-0015,CAUVERY, Andhra Pradesh ,06/05/2017,5.0,19.4,20.9,43.8,4.52,6.47,7.66,908.6,27.5,66.4,20.6,0.0,138.9, Good ,0.0,4.59,214.8,5438.0,0.415,LOW,0
161,STN0498,NARMADA,Maharashtra,2024-06-07,6.0,42.3,58.0,31.2,6.79,8.01,8.98,1340.7,30.9,85.1,31.1,22.9,282.9,Moderate,3.0,0.47,79.3,402.0,0.551,MODERATE,No
162,STN0271, Godavari ,West Bengal,2023-08-10,8.0,107.6,145.1,70.0,3.34,4.14,5.37,957.1,32.8,83.4,36.1,18.7,226.2,Good,3.0,13.74,155.3,,0.374,LOW,0
163,STN0494,NARMADA,Maharashtra,01/03/2023,3.0,33.6,,26.1,4.31,5.33,6.49,1259.4,,61.5,,13.1,49.0,MODERATE,1.0,6.2,85.6,1796.0,0.441,LOW,0
164,Stn-0053,Godavari,WEST BENGAL,14/07/2017,7.0,277.6,167.7,197.1,7.69,5.7,6.62,1490.0,29.2,86.7,73.5,14.1,276.6,Good,2.0,10.82,348.2,7218.0,0.909,Severe,1
165,stn0475,Yamuna,BIHAR,11-29-2015,11.0,46.3,31.1,36.5,1.34,3.66,4.63,290.4,,,24.6,25.3,51.3,MODERATE,0.0,5.55,294.5,8108.0,0.277,Low,0
166,STN0135,Yamuna, Bihar ,13/01/2016,1.0,111.6,96.8,45.8,6.38,7.49,8.34,2180.9,25.1,54.3,16.5,2.2,177.7,GOOD,0.0,7.53,168.4,7341.0,0.541,Moderate,0
167,STN0103,narmada,maharashtra,09-12-2021,9.0,93.5,105.5,117.6,3.03,4.64,6.05,884.6,27.0,80.4,,6.8,221.3,Good,5.0,12.27,15.1,10884.0,0.424, Low ,0
168,STN0406,Narmada,Maharashtra,2017-06-04,6.0,267.2,314.7,244.8,8.92,6.77,8.18,3407.7,22.5,,,1.8,280.2,good,3.0,4.39,311.0,4824.0,0.809,Severe,1
169,STN0304, Krishna ,ODISHA,2021-07-01,7.0,22.6,29.5,9.0,2.27,4.14,5.17,771.6,44.0,82.6,83.2,14.9,253.0,Good,1.0,1.09,204.9,600.0,0.363,LOW,0
170,STN0299,brahmaputra,assam,17/02/2022,2.0,70.3,90.3,73.1,3.23,3.95,5.27,876.1,23.8,66.6,59.0,0.4,99.2,moderate,0.0,6.05,385.4,6605.0,0.392,Low,0
171,STN0007,Brahmaputra, Assam ,23/06/2021,6.0,76.6,91.1,81.8,4.07,5.08,6.45,605.5,35.9,87.5,44.2,0.0,174.5,Good,4.0,2.19,338.4,11501.0,0.45, Low ,0
172,STN0131,GODAVARI,West Bengal,2017-08-03,8.0,183.2,244.5,111.8,7.98,7.73,8.56,2931.2,35.3,79.3,63.4,22.5,282.0, Poor ,2.0,8.88,128.0,-2457.0,0.746, High ,1
173,STN0457,YAMUNA,Bihar,2019-05-13,5.0,89.4,71.1,132.7,3.03,3.25,4.68,519.6,23.8,47.5,54.6,14.4,48.6,Moderate,0.0,7.11,303.2,10839.0,0.445,LOW,0
174,STN0280,Narmada,maharashtra,2022-01-02,1.0,60.9,55.9,31.2,7.52,7.65,8.83,1441.9,18.1,66.0,40.4,,124.8, Good ,1.0,10.26km,279.5,6200.0,0.433,Low,0
175,STN0368, Krishna ,Odisha,19/08/2015,8.0,103.5,75.2,82.4,7.99,7.74,8.88,1911.0,27.3,72.2,46.6,12.3,167.9,Moderate,1.0,2.57,193.0,8461.0,0.628, High ,0
176,stn0132,Narmada,maharashtra,2023/09/20,9.0,107.4,141.8,128.4,8.33,8.28,9.5,3064.7,25.6,61.3,,1.0,252.4,MODERATE,4.0,6.43,246.1,6827.0,0.643,High,1
177,STN0354,Tapi,Karnataka,2020/07/16,7.0,71.2,93.3,93.0,3.49,5.28,6.17,830.2,,94.4,63.1,20.0,123.8,,3.0,8.12,100.3,9968.0,0.452,MODERATE,0
178,STN0097,Tapi,Karnataka,2019-01-10,1.0,73.3,,43.2,5.02,5.98,7.42,1820.7,34.0,51.6,27.9,27.1,135.7, Good ,0.0,11.15,249.7,11483.0,0.297,low,0
179,STN0080,TAPI, Karnataka ,08-25-2020,8.0,137.8,155.3,91.1,4.52,5.9,7.12,1249.4,21.5,84.5,26.3,18.6,271.6,Good,7.0,5.21,177.1,10119.0,0.427,low,0
180,Stn-0447,BRAHMAPUTRA,assam,04-30-2019,4.0,42.1,31.6,21.6,2.06,3.89,4.93,363.2,21.5,39.2,32.6,10.4,92.1,moderate,0.0,3.58,53.0,8176.0,0.259,low,0
181,STN0142, Narmada ,Maharashtra,08-09-2022,8.0,500.0,647.4,591.7,12.67,6.18,7.53,2093.6,36.6,87.0,93.2,20.3,229.0,Gud,1.0,4.25,47.2,6778.0,1.233,SEVERE,1
182,STN0458,BRAHMAPUTRA,assam,05/03/2015,3.0,61.0,66.9,19.7,5.77,5.76,6.86,1078.8,34.2,68.8,22.8,,63.9,good,0.0,4.39,186.9,890.0,0.398,HIGH,0
183,STN0238,Tapi,karnataka,03-14-2015,3.0,12.6,9.3,10.1,2.42,4.56,5.71,616.1,13.7,64.9,55.4,9.7,,,0.0,10.41,65.2,8804.0,0.314,Low,0
184,STN0498,Narmada,Maharashtra,17-Jan-2015,1.0,30.4,33.6,14.1,6.26,8.01,8.98,2328.4,21.4,59.6,34.7,9.8,44.8,GOOD,0.0,13.29,79.3,402.0,0.335,low,0
185,STN0087,brahmaputra, Assam ,2019-10-02,10.0,92.0,115.5,114.6,3.53,3.45,4.73,1004.4,25.0,62.0,33.3,26.2,,GOOD,1.0,10.46,161.5,8762.0,0.561,HIGH,0
186,STN0214,Godavari,west bengal,28/09/2018,9.0,68.0,65.3,95.6,2.73,3.73,4.91,484.6,40.7,61.0,67.7,11.4,177.6,,2.0,6.14,133.1,10738.0,0.332,Low,0
187,STN0313,Tapi, Karnataka ,22/01/2020,1.0,46.8,44.6,25.0,5.72,5.95,6.86,1314.4,22.6,59.9,40.5,12.2,11.9,GOOD,1.0,4.86,313.4,314.0,0.452, Moderate ,0
188,STN0241,Brahmaputra,Assam,28/07/2020,7.0,99.0,107.1,78.3,2.34,3.22,4.6,585.4,27.9,74.4,47.3,3.3,251.1,moderate,0.0,1.15km,218.3,,0.337,Low,0
189,STN0028,Brahmaputra,Assam,03-31-2015,3.0,34.0,40.2,33.8,6.13,7.76,8.94,1596.8,20.7,66.3,30.6,13.9,39.3, Moderate ,1.0,3.58,381.0,5823.0,0.407, Low ,0
190,STN0164,godavari,west bengal,09-17-2021,9.0,173.0,121.4,100.4,4.07,3.48,4.57,1253.9,25.7,79.1,81.9,24.7,141.1,poor,2.0,13.17,113.5,5564.0,0.688,HIGH,1
191,STN0265,tapi, Karnataka ,01/04/2022,4.0,4.3,3.9,0.0,2.62,4.1,5.01,736.9,26.8,45.5,6.0,12.9,51.6, Good ,1.0,7.78,396.9,5708.0,0.262,LOW,0
192,STN0147,TAPI, Karnataka ,2018-02-22,2.0,,66.7,70.8,2.82,4.11,5.07,785.5,18.9,64.5,39.0,14.1,8.3,moderate,0.0,14.64,323.4,905.0,0.436,low,0
193,STN0210, Brahmaputra ,ASSAM,09-20-2020,9.0,72.0,94.6,55.2,5.29,7.04,7.95,1649.0,22.5,56.4,54.2,22.6,222.6,good,2.0,6.37,218.3,11803.0,0.462,moderate,0
194,STN0292,Brahmaputra,Assam,2024-09-25,9.0,193.4,216.1,193.7,6.68,5.42,6.63,1824.3,26.6,81.9,40.6,14.0,166.4,Good,3.0,5.3,203.5,10895.0,0.683,Severe,1
195,STN0416,KRISHNA, Odisha ,12-02-2023,12.0,23.9,18.8,21.1,3.44,5.84,7.09,1320.0,27.8,53.6,26.3,24.7,45.2,moderate,0.0,9.59,387.3,1664.0,0.268,Low,0
196,STN0026,Ganga,uttar pradesh,2022-09-22,9.0,35.3,37.5,38.2,5.16,6.43,7.25,1401.2,31.4,84.3,41.1,,192.3,Good,2.0,0.25,386.2,1206.0,0.466,Moderate,0
197,STN0486,Brahmaputra,assam,06-11-2021,6.0,58.8,37.9,62.8,3.07,4.36,5.39,1106.0,24.0,74.2,74.3,13.2,207.0,Good,1.0,1.08,187.3,,0.537,MODERATE,0
198,STN0305,Brahmaputra,ASSAM,2023-10-23,10.0,,121.5,91.9,2.56,3.68,4.82,1040.0,22.5,56.7,39.5,0.9,178.1,Good,1.0,14.55,178.6,8904.0,0.346, Low ,0
199,STN0159,Kosi,Gujarat,14/01/2022,1.0,28.0,19.0,30.7,4.62,7.14,8.28,1629.3,32.3,63.6,39.2,19.7,119.5,por,1.0,4.75,336.7,7846.0,0.415,Low,0
200,STN0378, Yamuna ,Bihar,05/11/2022,11.0,44.1,49.4,62.4,5.98,6.62,8.11,1202.4,24.7,49.7,,26.4,0.0,moderate,0.0,8.48,177.9,6124.0,0.381,LOW,0
201,STN0308,Krishna,Odisha,04/11/2015,11.0,65.1,88.5,74.8,7.12,7.44,8.55,2386.0,23.2,49.8,24.0,14.3,72.3,good,0.0,11.21,90.3,10314.0,0.58,moderate,0
202,STN0414,ganga,Uttar Pradesh,02-27-2021,2.0,82.5,91.6,86.6,5.99,7.73,9.1,1075.6,17.2,47.7,28.9,7.7,,moderate,1.0,11.34,13.3,8456.0,0.439,Low,0
203,STN0212,godavari,WEST BENGAL,2024/07/16,7.0,97.3,132.7,78.8,6.36,7.54,8.5,1868.9,31.4,89.2,66.8,6.6,214.0,moderate ,4.0,7.31,262.1,2503.0,0.514, Moderate ,No
204,STN0126,GODAVARI,west bengal,2015-02-25,2.0,57.3,71.7,51.2,4.07,5.71,6.84,1004.3,20.6,57.2,22.4,24.0,183.4,good,0.0,1.22,106.4,3195.0,0.35,LOW,0
205,STN0500,Brahmaputra,assam,13/11/2021,11.0,82.3,,40.7,2.25,3.64,4.93,403.6,,62.1,48.5,18.0,1.7,good,1.0,14.92,314.6,7679.0,0.28,Low,0
206,STN0327,Ganga,uttar pradesh,2021-06-25,6.0,185.5,255.7,162.6,5.29,4.12,5.2,1229.3,29.2,,56.4,7.9,230.6,moderate ,2.0,8.12,206.2,,0.774,SEVERE,1
207,STN0280,NARMADA, Maharashtra ,25/11/2017,11.0,115.3,78.2,47.1,7.61,7.65,8.83,2959.9,20.7,50.0,18.1,0.0,69.7, Good ,0.0,0.77,279.5,6200.0,0.472, Moderate ,0
208,STN0228,Narmada,Maharashtra,03/05/2018,5.0,32.0,38.4,19.8,4.82,7.15,8.24,1913.2,29.0,33.8,47.6,13.4,0.0,MODERATE,0.0,13.36,216.7,2074.0,0.317,low,0
209,STN0428,Krishna,ODISHA,2015-01-05,1.0,,41.3,25.6,4.39,4.88,6.23,1653.2,34.4,48.8,28.2,17.2,217.0,poor,1.0,2.79,387.6,118.0,0.425,low,0
210,STN0500,Brahmaputra,Assam,2015-04-28,4.0,13.5,16.9,10.7,2.53,3.64,4.93,615.7 cumecs,28.0,66.1,28.4,6.3,172.0,Good,0.0,2.98,314.6,7679.0,0.355,low,0
211,STN0449,GANGA,Uttar Pradesh,30/06/2021,6.0,161.0,154.2,164.4,5.27,5.52,7.01,1945.0,,78.8,28.2,6.2,224.9,moderate,0.0,9.62,355.3,7164.0,0.73,HIGH,0
212,STN0465, Kosi ,Gujarat,12-23-2019,12.0,87.1,104.5,40.7,4.14,5.19,6.5,911.1,28.0,45.1,65.2,40.8,106.0, Moderate ,1.0,4.77,393.9,6968.0,0.502,Moderate,0
213,stn0372,CAUVERY,ANDHRA PRADESH,21/03/2018,3.0,5.3,5.7,0.3,4.91,7.33,8.73,1703.8,21.5,48.6,43.5,14.4,128.1,poor,0.0,2.29,315.1,4675.0,0.436,LOW,0
214,STN0412,TAPI,karnataka,27/12/2016,12.0,35.1,46.6,39.8,6.55,7.26,8.69,1858.0,19.0,58.2,25.1,24.6,115.1,good,0.0,10.33,306.9,10503.0,0.387,LOW,0
215,STN0104,NARMADA,maharashtra,04-02-2018,4.0,,51.6,69.3,6.88,7.26,8.57,2012.6,34.8,50.4,35.9,9.1,87.9,Moderate,2.0,0.79,139.8,3069.0,0.426,Low,0
216,STN0409,BRAHMAPUTRA,assam,03/01/2019,1.0,34.6,40.0,39.5,3.61,5.71,6.75,888.8,28.1,41.9,,26.1,0.0,,0.0,5.3,73.8,1454.0,0.36,low,0
217,STN0172,Ganga,UTTAR PRADESH,2016-11-21,11.0,32.3,43.0,20.2,7.56,7.46,8.42,2694.1,23.7,63.1,40.7,5.9,51.7,Good,0.0,1.78,71.4,6280.0,0.511,High,1
218,STN0400,Mahanadi,MADHYA PRADESH,27/01/2023,1.0,60.0,60.4,55.1,7.68,7.82,9.11,2402.3,24.5,65.2,56.8,,73.3,POOR,1.0,4.61,9.8,4132.0,0.502,Moderate,0
219,STN0381,Ganga,UTTAR PRADESH,2020-03-05,3.0,40.3,49.7,39.3,4.4,6.74,7.97,1583.7,19.3,,5.0,,144.7,MODERATE,0.0,3.14,20.2,3127.0,0.251,Low,0
220,stn0453,GANGA,UTTAR PRADESH,13/02/2022,2.0,28.4,30.8,29.6,3.56,4.44,5.55,1284.0,22.3,49.9,45.8,22.1,0.0,Moderate,0.0,9.06,345.2,7389.0,0.427,LOW,0
221,stn0440,mahanadi,madhya pradesh,28/01/2022,1.0,59.7,,54.7,6.53,6.84,7.66,2338.1,24.7,52.5,37.6,9.8,26.6,poor,1.0,6.83,93.7,5085.0,0.625,Moderate,0
222,STN0464,MAHANADI,Madhya Pradesh,2018-05-12,5.0,-49.3,57.6,65.1,4.81,5.46,6.7,756.6,23.5,,23.2,8.2,17.7,Poor,0.0,8.9,220.3,5883.0,0.376,LOW,0
223,STN0285,CAUVERY,Andhra Pradesh,2019-03-17,3.0,56.4,34.5,24.7,6.35,8.28,9.15,2463.5,31.1,63.4,33.2,0.0,97.9,Moderate,0.0,9.06,57.3,7872.0,0.422,low,0
224,STN0423,Krishna, Odisha ,07-08-2015,7.0,231.3,189.2,166.1,6.19,4.76,6.17,2185.4,33.7,81.1,57.3,5.3,191.1,poor,2.0,9.37,247.9,7334.0,0.698,severe,1
225,STN0389, Krishna , Odisha ,2017-04-26,4.0,79.7,72.0,71.6,4.65,5.99,6.81,1719.8,23.1,73.4,21.1,18.0,38.4,Poor,0.0,7.09,31.3,5836.0,0.436, Low ,0
226,STN0144,NARMADA,Maharashtra,14/07/2024,7.0,108.9,143.0,110.8,,6.62,7.86,973.9,28.1,98.6,66.8,21.3,175.8,Good,2.0,6.36,106.3,1465.0,0.557,moderate,0
227,STN0061, Godavari ,west bengal,2017-12-03,12.0,116.8,133.8,120.5,3.87,4.23,5.09,1371.7,23.0,,36.2,13.8,51.0,GOOD,0.0,11.91,160.6,1508.0,0.443, Low ,0
228,STN0241,Brahmaputra, Assam ,2015-11-11,11.0,25.6,,27.4,2.64,3.22,4.6,478.3,24.3,52.5,12.6,32.4,3.3,Moderate,0.0,2.31,218.3,9846.0,0.228, Low ,0
229,STN0301,krishna,Odisha,2022-11-18,11.0,19.1,12.9,27.6,4.6,5.83,7.16,1345.9,19.6,,39.3,13.7,23.8,Moderate,1.0,7.84,386.5,11723.0,0.452,MODERATE,0
230,STN0328,mahanadi,madhya pradesh,05-09-2015,5.0,35.6,44.8,17.4,6.35,7.49,8.48,1011.7,26.5,56.6,71.1,21.2,34.9,Good,0.0,8.65,398.7,7220.0,0.425,low,0
231,STN0175,mahanadi,madhya pradesh,2015-11-09,11.0,37.2,49.7,29.8,5.6,7.32,8.81,947.9,31.3,57.9,55.7,8.3,101.7,Good,0.0,10.83,90.6,10567.0,0.425,LOW,0
232,STN0045,Kosi,Gujarat,01-21-2021,1.0,16.0,18.0,27.6,6.05,7.62,8.56,2157.6,23.9,66.7,33.9,25.6,69.1,poor,0.0,6.4,347.9,9484.0,0.441,LOW,0
233,STN0485,mahanadi,Madhya Pradesh,18/12/2016,12.0,15.8,11.9,18.5,5.28,7.24,8.5,1890.5,23.6,57.2,55.1,8.1,0.0,MODERATE,1.0,1.6,68.2,3894.0,0.365,Low,0
234,STN0262,Yamuna,Bihar,11/07/2017,7.0,3.5,4.3,5.4,6.51,8.54,9.43,1559.4,37.8,84.2,78.7,25.1,173.3,Poor,1.0,10.17,208.7,,0.468,Moderate,0
235,STN0122,KOSI,GUJARAT,08/04/2016,4.0,22.3,30.4,32.0,3.23,5.39,6.4,1065.8,30.9,60.5,32.9,39.6,36.8, Moderate ,0.0,11.37,374.1,6766.0,0.27,Low,0
236,Stn-0460,Brahmaputra,Assam,2024/08/23,8.0,196.2,260.2,179.5,4.87,3.62,4.83,1193.5,25.6,73.9,,13.5,270.8,GOOD,1.0,14.55,292.8,1791.0,0.751,severe,1
237,STN0089,Mahanadi,madhya pradesh,20-Feb-2015,2.0,39.1,41.4,4.4,7.44,8.28,9.25,2016.2,21.4,65.2,40.7,18.5,0.0, Good ,0.0,12.97,158.5,5298.0,0.524,Moderate,0
238,STN0116, Krishna ,Odisha,2024-11-21,11.0,109.4,102.6,56.0,2.82,3.18,4.63,889.2,,,41.1,0.0,55.4,Good,1.0,13.52,8.0,4992.0,0.379,Low,0
239,STN0059, Cauvery ,ANDHRA PRADESH,2018-08-05,8.0,87.7,98.3,117.3,2.84,3.86,4.78,986.2,30.0,,53.1,10.9,299.7, Moderate ,2.0,9.92,90.2,7670.0,0.386,low,0
240,STN0264,Brahmaputra,ASSAM,06/12/2017,12.0,37.3,38.9,8.2,2.97,4.37,5.69,742.9,22.8,49.3,44.7,18.9,243.4,poor,0.0,12.6,201.3,10113.0,0.414,Low,0
241,STN0313,TAPI,karnataka,02/06/2020,6.0,60.1,51.2,73.5,4.71,5.95,6.86,1037.6,30.6,69.0,38.0,13.7,202.6,GOOD,3.0,12.12,313.4,,0.423, Low ,0
242,STN0002,GODAVARI,WEST BENGAL,01-25-2015,1.0,60.1,37.9,82.7,7.6,8.19,9.01,1948.7,25.8,64.7,54.3,24.2,11.6,Moderate,0.0,1.21,71.2,162.0,0.531,moderate,0
243,STN0316,kosi,GUJARAT,2020-03-15,3.0,34.8,45.5,47.2,,8.2,9.15,1911.2,32.6,49.0,59.0,11.2,49.2,poor,0.0,0.6,398.0,3726.0,0.502,Moderate,0
244,STN0436, Ganga ,UTTAR PRADESH,09-29-2017,9.0,239.2,310.4,175.7,,5.33,6.59,1894.3,32.0,79.7,61.8,17.9,272.6,Gud,2.0,8.79,264.3,4667.0,0.7,HIGH,0
245,STN0489,GODAVARI,WEST BENGAL,2016-09-16,9.0,46.0,58.1,39.1,3.21,3.52,5.0,785.2,27.7,65.6,58.9,18.6,227.6,moderate,3.0,6.18,292.0,8496.0,0.47,Moderate,0
246,STN0442, Yamuna ,Bihar,12-10-2015,12.0,54.6,56.2,41.0,6.73,6.7,7.82,2225.6,26.9,54.5,27.8,14.3,147.7,,0.0,5.22,175.7,944.0,0.51,High,1
247,stn0296, Ganga , Uttar Pradesh ,04-27-2016,4.0,22.5,19.2,35.3,4.9,6.14,7.55,1258.9,23.8,70.1,48.4,21.9,31.5, Poor ,0.0,10.91,31.9,5419.0,0.56, Moderate ,0
248,STN0386,KOSI,GUJARAT,22/06/2021,6.0,15.0,19.3,24.5,7.26,7.88,9.04,1605.4,34.8,81.1,36.1,15.5,175.5,Poor,1.0,11.73,358.6,3394.0,0.488,Moderate,0
249,STN0004,Krishna,ODISHA,10-29-2015,10.0,110.0,78.8,105.0,7.48,7.42,8.63,2292.2,23.6,52.4,75.9,14.2,81.2, Good ,0.0,12.93,295.9,520.0,0.501,High,1
250,STN0438,Krishna,Odisha,09-30-2021,9.0,8.6,11.1,0.0,3.18,5.03,6.31,1258.4,32.7,100.0,73.7,,258.9,Good,1.0,4.13,138.6,4491.0,0.346,Low,0
